input_lang,output_lang
Are tree frogs a type of amphibian?,Sont les grenouilles arboricoles un type d'amphibiens?
What were the main discoveries of the Mars rover Curiosity?,Quelles sont les découvertes les plus importantes du Mars Rover Curiosity?
Where is the residence of the prime minister of Spain?,Où se trouve la résidence du Premier Ministre d'Espagne?
Which countries have more than ten caves?,Quels pays ont plus de dix grottes?
Give me all sister cities of Brno.,Quels sont les villes jumelles de Brno?
Which other weapons did the designer of the Uzi develop?,Quels autres armes ont été developées par l'inventeur de l'Uzi?
Which countries adopted the Euro?,Quels pays ont adopté l'Euro?
Which country does the creator of Miffy come from?,De quel pays vient le créateur de Miffy?
Give me all female given names.,Donnes-moi tous les prénoms féminins.
Was Margaret Thatcher a chemist?,Margaret Thatcher était-elle une chimiste?
Which German cities have more than 250000 inhabitants?,Quelles villes allemandes ont plus de 250000 habitants?
Was Marc Chagall a jew?,Etait Marc Chagall juif?
How many Aldi stores are there?,Combien de magasins Aldi sont là?
What is the capital of Canada?,Quelle est la capitale du Canada?
What is the average temperature on Hawaii?,Quelle est la température moyenne à Hawaii?
In which U.S. state is Fort Knox located?,Dans quel état américain se trouve Fort Knox?
For which label did Elvis record his first album?,Quel est le label discographe qui a publié le premier disque d'Elvis?
Do Prince Harry and Prince William have the same mother?,Ont les princes Harry et William la même mère?
In which military conflicts did Lawrence of Arabia participate?,Dans quels conflits militaires a participé Lawrence d'Arabie?
Who invented the zipper?,Qui a inventé la fermeture éclair?
Which U.S. states are in the same time zone as Utah?,Quels états américains sont dans le même fuseau horaire que l'Utah?
Give me all islands that belong to Japan.,Donnes-moi toutes les îles qui appartiennent aux Japon.
Who was the first president of the United States?,Qui était le premier président des États-Unis?
Who developed Minecraft?,Qui a dévelopé Minecraft?
Which Chess players died in the same place they were born in?,Quels joueurs d'échecs moururent dans leur ville de naissance?
How many space missions have there been?,Combien y a-t-il eu de vols spatials?
Give me all cars that are produced in Germany.,Donne-moi toutes les voitures qui sont produites en Allemagne.
How many children did Benjamin Franklin have?,Combien d'enfants Benjamin Franklin avait-il?
Is Michelle Obama the wife of Barack Obama?,Michelle Obama est-elle l'épouse de Barack Obama?
Give me all actors starring in movies directed by William Shatner.,Donnes-moi tous les acteurs qui ont joué dans des films réalisés par Williams Shatner.
List the children of Margaret Thatcher.,Donnes-moi tous les enfants de Margaret Thatcher.
Which professional surfers were born in Australia?,Quels surfeurs professionels sont nés en Australie?
Who is the editor of Forbes?,Qui est le rédacteur en chef de Forbes?
Who is the youngest player in the Premier League?,Quel est le joueur le plus jeune de la Premier League?
What is the second highest mountain on Earth?,Quelle est la deuxième plus haute montagne de la Terre?
Give me all books by William Goldman with more than 300 pages.,Donnes-moi tous les livres de William Goldman avec plus de 300 pages.
Give me all Danish films.,Donnes-moi tous les films danois.
What is the largest city in Australia?,Quelle est la plus grande ville d'Australie?
Who painted The Storm on the Sea of Galilee?,Qui a peint Christ dans la tempête sur la mer de Galilée?
Give me all launch pads operated by NASA.,Donnes-moi toutes les rampes de lancements des Etats-unis.
Who wrote the lyrics for the Polish national anthem?,Qui a écrit le texte de l'hymne nationale de la Pologne?
Who created the comic Captain America?,Qui a créé la bande dessinée Captain America?
Who was the father of Queen Elizabeth II?,Qui est le père de la reine Élisabeth II?
Which U.S. state has the abbreviation MN?,Quel état americain a l'abréviation MN?
Which movies did Kurosawa direct after Rashomon?,Quels films ont été realisés par Kurosawa après Rashomon?
List all episodes of the first season of the HBO television series The Sopranos.,Donnes-moi tous les épisodes de la première saison de la série télévisée de HBO les Sopranos.
Give me a list of all American inventions.,Donnes-moi la liste de toutes les inventions américaines.
Which films starring Clint Eastwood did he direct himself?,Dans quels films de Client Eastwood joue Clint Eastwood?
Who are the parents of the wife of Juan Carlos I?,Qui sont les parents de l'épouse de Juan Carlos Ier?
What is the birth name of Angela Merkel?,Quel est le nom de jeune fille d'Angela Merkel?
In which UK city are the headquarters of the MI6?,Dans quelle ville anglaise se trouvent les quartiers genéraux du MI6?
What is the longest river?,Quel est le cours d'eau le plus long?
Did Socrates influence Aristotle?,Socrate a-t-il influencé Aristote?
Who was called Scarface?,Qui était surnommé Scarface?
Is Christian Bale starring in Velvet Goldmine?,Christian Bale joue-t-il dans Velvet Goldmine?
What is the time zone of Salt Lake City?,Quel est le fuseau horaire de Salt Lake City?
List all games by GMT.,Donne-moi tous les jeux de GMT.
Which organizations were founded in 1930?,Quels organisations ont été fondées en 1930?
To which countries does the Himalayan mountain system extend?,Quels sont les pays chevauchés par l'Himalaya?
When was Alberta admitted as province?,Quand a Alberta reçu le status de province?
Which countries are connected by the Rhine?,Quels sont les pays connectés pas le Rhin?
Give me all cosmonauts.,Donnes-moi tous les cosmonautes.
Who is the mayor of Tel Aviv?,Qui est le maire de Tel Aviv?
Which ships were called after Benjamin Franklin?,Quels bâteaux portent le nom de Benjamin Franklin?
Who is the husband of Amanda Palmer?,Qui est l'épou d'Amanda Palmer?
How many employees does Google have?,Combien d'employés a Google?
Does Breaking Bad have more episodes than Game of Thrones?,A Breaking Bad plus d'épisodes que Game of Thrones?
Give me a list of all bandleaders that play trumpet.,Donne-moi une liste de tous les chefs d'orchestre qui jouent trompette.
When did Michael Jackson die?,Quand mourut Michael Jackson?
How many languages are spoken in Turkmenistan?,Combien de langues sont parlées au Turkménistan?
How many inhabitants does Maribor have?,Combien d'habitants a Maribor?
Give me a list of all lakes in Denmark.,Donnes-moi tous les lacs du Danemark.
Which Greek goddesses dwelt on Mount Olympus?,Quelles déesses grecques habitent sur l'Olympe?
How high is the Mount Everest?,Quelle est l'altitude du Mont Everest?
Give me all communist countries.,Donnes-moi tous les pays communistes.
Which instruments does Cat Stevens play?,Quels instruments joue Cat Stevens?
Sean Parnell is the governor of which U.S. state?,Quel est l'état américain dont Sean Parnelle st le gouverneur?
Did Tesla win a nobel prize in physics?,Tesla a-t-il recu le prix Nobel?
Who is the governor of Wyoming?,Qui est le gouverneur du Wyoming?
When were the Hells Angels founded?,Quand ont-été fondé les Hells Angels?
Give me all libraries established earlier than 1400.,Donnes-moi toutes les bibliothèques établies avant 1400.
How many countries are there in Europe?,Combien de pays sont-il en Europe?
Who is the mayor of Berlin?,Qui est le maire de Berlin?
How many people live in the capital of Australia?,Quel est le nombre d'habitants de la capitale de l'Australie?
Who founded Intel?,Qui a fondé Intel?
Give me all B-sides of the Ramones.,Donnes-moi tous les faces B des Ramones.
Give me all Apollo 14 astronauts.,Donnes-moi tous les astronautes d'Apollo 14.
Give me all world heritage sites designated within the past two years.,Donne-moi tous les patrimoines mondiaux qui ont été inscrits pendant les derniers deux ans.
Which cities does the Weser flow through?,Quels sont les villes traversées par la Weser?
Give me all movies directed by Francis Ford Coppola.,Donnes-moi tous les films dont Francis réalisés par Francis Ford Coppola.
What is the ruling party in Lisbon?,Quel est le parti au pouvoir à Lisbonne?
Who produces Orangina?,Qui produit Orangina?
Give me all companies in Munich.,Donnes moi toutes les entreprises de Munich.
What is the melting point of copper?,Quel est le point de fusion du cuivre?
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,La crise des missiles de Cuba a-t-elle eu lieu avant the débarquement de la baie des Cochons?
Who was John F. Kennedy's vice president?,Qui était le vice-président de John F. Kennedy?
Who is the Formula 1 race driver with the most races?,Quel est le pilote de Formule 1 qui a gagné le plus de courses?
Which U.S. state has been admitted latest?,Quel état américan fut le dernier à être admis?
Give me all Methodist politicians.,Donnes-moi tous les politiciens qui sont méthodistes.
What is the highest place of the Urals?,Quel est l'endroit le plus haut d'Oural?
Which monarchs were married to a German?,Quels monarques ont épousé une personne allemande?
Show me all songs from Bruce Springsteen released between 1980 and 1990.,Donnes-moi tous les morceaux de Bruce Springsteen qui ont été publiés entre 1980 et 1990.
Give me all professional skateboarders from Sweden.,Donne-moi tous les skateboarders professionnels de Suède.
Give me all members of Prodigy.,Donne-moi tous les membres de Prodigy.
How many students does the Free University in Amsterdam have?,Combien d'étudiants a l'université libre d'Amsterdam?
Give me all Australian nonprofit organizations.,Donnes-moi toutes les associations australiennes à but non lucratif.
In which country does the Ganges start?,Dans quel pays commence le Gange?
Do Prince Harry and Prince William have the same parents?,Ont les princes Harry et William la même mère?
How many missions does the Soyuz programme have?,Donne-moi le nombre de missions Soyouz.
Give me all Danish movies.,Donnes-moi tous les films danois.
Is Rita Wilson the wife of Tom Hanks?,Rita Wilson est-elle l'épouse de Tom Hanks?
Who was called Frank The Tank?,Qui était surnommé Frank The Tank?
Which movies did Kurosawa direct?,Quels films ont été realisés par Kurosawa?
Which television shows were created by John Cleese?,Quelles séries télevisées ont été créées par John Cleese?
Which awards did Douglas Hofstadter win?,Quels prix ont été gagnés par Douglas Hofstadter?
Who is the daughter of Robert Kennedy married to?,Qui est l'époux de la fille de Robert Kennedy?
Who is the owner of Rolls-Royce?,À qui appartient Rolls-Royce?
Was the wife of president Lincoln called Mary?,Est-ce que l'épouse du président Lincoln s'appelait Mary?
Who was the 16th president of the United States?,Qui fut le premier président des États-Unis?
Is Pamela Anderson a vegan?,Pamela Anderson est-elle une végétarienne?
Give me all animal species that live in the Amazon rainforest.,Donne-moi toutes les espèces d'animaux qui vivent dans la forêt amazonienne.
How many inhabitants does the largest city in Canada have?,Combien d'habitants a large ville la plus grande du Canada?
In which studio did the Beatles record their first album?,Dans quel studio a été enregistré le premier album des Beatles?
Who was the first to climb Mount Everest?,Qui est la première personne à conquerir le Mont Everest?
How many programming languages are there?,Combien de langages de programmation existe-t-il?
What is the official color of the University of Oxford?,Quelles sont les couleurs officielles de l'université d'Oxford?
How many gold medals did Michael Phelps win at the 2008 Olympics?,Combien de médailles d'or Michael Phelps a-t-il gagné aux jeux olympiques de 2008?
To which artistic movement did the painter of The Three Dancers belong?,A quel mouvement artistisque appartient le peintre de Les Trois Danceurs?
Give me all animals that are extinct.,Donne-moi tous les animaux éteints.
Does Abraham Lincoln's death place have a website?,A le lieu de décès d'Abraham Lincoln une page Web?
How deep is Lake Placid?,Quelle est la profondeur du lac Placid?
Give me the grandchildren of Bruce Lee.,Donne-moi tous les petit-enfants de Bruce Lee.
Who is the youngest Darts player?,Quel est le joueur de fléchettes le plus jeune?
Where was Bach born?,Où est né Bach?
In which countries can you pay using the West African CFA franc?,Dans combien de pays peut-on payer aved les francs CFA ouest-africains?
What are the top-10 action role-playing video games according to IGN?,Quels sont les 10 meilleurs jeux vidéos de rôle d'après IGN?
What is the most frequent cause of death?,Quelle est la cause première de mortalité?
Does the Isar flow into a lake?,L'Isar se déverse-t-il dans un lac?
Give me all films produced by Steven Spielberg with a budget of at least $80 million.,Donne-moi tous les films produit par Steven Spielberg ayant un budget d'au moins $80 millions.
Give me all writers that won the Nobel Prize in literature.,Donne-moi tous les auteurs qui ont gagné le prix Nobel de litérature.
Give me all taikonauts.,Donnes-moi tous les taïkonautes.
How many pages does War and Peace have?,Combien de pages a Guerre et Paix?
What is the bridge with the longest span?,Quel est le pont le plus large?
Give me all actors called Baldwin.,Donne-moi tous les acteurs appelés Baldwin.
Who is the tallest player of the Atlanta Falcons?,Qui est le joueur le plus grand des Atlanta Falcons?
Which rivers flow into a German lake?,Quels cours d'eau se déversent-ils dans des lacs allemands?
How many James Bond movies are there?,Combien de films de James Bond existe-t-il?
Which rockets were launched from Baikonur?,Quelles fusées ont été lancées de Baikonur?
Which pope succeeded John Paul II?,Quel pape est le successeur du pape Jean-Paul II?
Give me all Dutch parties.,Donne-moi tous les partis politiques néerlandais.
When is Halloween?,Quand est Halloween?
Give me all Swedish oceanographers.,Donne-moi tous les océanographes suédois.
Give me all actors who were born in Berlin.,Donne-moi tous les acteurs nés à Berlin.
What was the last movie with Alec Guinness?,Quel est le dernier film d'Alec Guinness?
Which poet wrote the most books?,Quel poète a écrit le plus de livres?
How many languages are spoken in Colombia?,Combien de langues sont parlées au Colombie?
What does IYCM stand for?,Que veut dire IYCM?
What was Brazil's lowest rank in the FIFA World Ranking?,Quel est le ranking le plus bas atteint par le Brésil dans le classement mondial de la FIFA?
Give me the capitals of all countries that the Himalayas run through.,Donne-moi les capitales de tous les pays que l'Himalaya traverse.
Which actor played Chewbacca?,Quel acteurs ont joué le role de Chewbacca?
Which ingredients do I need for carrot cake?,Quels sont les ingrédients du gateau aux carottes?
Is Cola a beverage?,Le Coca est-il une boisson?
Who has Tom Cruise been married to?,Qui est l'épouse de Tom Cruise?
Which of Tim Burton's films had the highest budget?,Quel film de Tim Burton a le budget le plus haut?
How heavy is Jupiter's lightest moon?,Combien pèse le satellite le plus léger de Jupiter?
Which actor was casted in the most movies?,Quel acteur a joué dans le plus de films?
Is James Bond married?,James Bond est-il marié?
Give me all Australian metalcore bands.,Donnes les groupes de métalcode australiens.
Give me all actors who were born in Paris after 1950.,Donne-moi tous les acteurs nés à Berlin après 1950.
When was Carlo Giuliani shot?,Quand a été tué Carlo Giuliani?
Who are the four youngest MVP basketball players?,Quels sont les quatres plus jeunes MVP de basketball?
Which companies have more than 1 million employees?,Quelles companies ont plus d'un million d'employés?
Give all swimmers that were born in Moscow.,Donne-moi tous les nageurs nés à Moscou.
Who was called Rodzilla?,Qui était appelé Rodzilla?
Show me the book that Muhammad Ali wrote.,Donne-moi le livre écrit par Muhammad Ali.
How many museums does Paris have?,Combien de musées y a-t-il à Paris?
Which city has the most inhabitants?,Quel ville a le plus grand nombre d'habitants?
Which city has the least inhabitants?,Quelle ville a le plus petit nombre d'habitants?
Give me all the TV shows with Neil Patrick Harris.,Donne-moi toutes les émissions de télé avec Neil Patrick Harris.
Who wrote The Hunger Games?,Qui est l'auteur de The Hunger Games
Show a list of soccer clubs that play in the Bundesliga.,Donne-moi la liste des clubs de football qui jouent dans la Bundesliga.
What country is Mount Everest in?,Dans quel pays se trouve le mont Everest?
Who is the founder of Penguin Books?,Qui est le fondateur de Penguin  Books?
Which programming languages influenced Javascript?,Quels langages de programmation ont influencé Javascript?
Did Che Guevara have children?,Est-ce que Che Guevara a eu des enfants?
List all the musicals with music by Elton John.,Donne-moi tous les musicals avec de la musique de de Elton John.
Show me all the breweries in Australia.,Montre-moi toutes les brasseries d'Australie.
When was the Titanic completed?,Quand a été terminé le Titanic?
How much did Pulp Fiction cost?,Combien a coûté Pulp Fiction?
How many airlines are there?,Combien de companies aériennes existe-t-il?
Who played Agent Smith in Matrix?,Qui a joué Agent Smith dans Matrix?
How much carbs does peanut butter have?,Quelle quantité de glucides est contenue dans les arachides?
Which book has the most pages?,Quel livre a le plus de pages?
Which bridges cross the Seine?,Quels ponts traversent la Seine?
Who is the mayor of the capital of French Polynesia?,Qui est le maire de la capitale de la Polynésie Francaise?
When did Dracula's creator die?,Quand est mort le créateur de Dracula?
What is the location of the Houses of Parliament?,Où se trouve le palais de Westminster?
Show me all English Gothic buildings in Kent.,Montre-moi tous les bâtiments dans le style gothique anglais à Kent.
Who was the pope that founded the Vatican Television?,Quel pape est le fondateur de la télé du Vatican?
What airlines are part of the SkyTeam alliance?,Quels companies aériennes sont membre de l'alliance SkyTeam?
"What is the total population of Melbourne, Florida?","Quelle est la population totale de Melbourne, Floride?"
Which airports does Air China serve?,Quels sont les aéroports servis par Air Chine?
In which year was Rachel Stevens born?,Quand est née Rachel Stevens?
Where was JFK assassinated?,A été tué John Kennedy?
How many politicians graduated from Columbia University?,Combien d'hommes politiques ont étudié à la Columbia University?
Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,Quel chercheur est connu pour le projet Manhattan et le prix Nobel de la paix?
What is the highest volcano in Africa?,Quel est le volcan le plus haut d'Afrique?
Which beer originated in Ireland?,Quelles bières viennent de l'Irlande?
What are the specialities of the UNC Health Care?,Quelles sont les spécialités de l'UNC Health Care?
Who is the owner of Facebook?,À qui appartient Facebook?
From which region is the Melon de Bourgogne?,De quelle région vient le Melon de Bourgogne?
Who was influenced by Socrates?,Qui a été influencé par Socrates?
Who was president of Pakistan in 1978?,Qui était le président du Pakistan en 1978?
Give me English actors starring in Lovesick.,Donne-moi tous les acteurs anglais de Lovesick.
Give me all types of eating disorders.,Donne-moi tous les types de troubles du comportement alimentaire.
Who was married to president Chirac?,Qui était marrié avec le président Chirac?
What is the largest metropolitan area in Washington state?,Quelle est l'aire urbaine la pöus grande dans l'état de Washington?
Where in France is sparkling wine produced?,Où produit-on du vin mousseux en France?
Where did Hillel Slovak die?,Donne moi le lieu de décès de Hillel Slovak.
What is the timezone in San Pedro de Atacama?,Quel est le fuseau horaire de San Pedro de Atacama?
In which city does the Chile Route 68 end?,Dans quelle ville se termine la route 68 chilienne?
Butch Otter is the governor of which U.S. state?,Quel est l'état américain dont Butch Otter st le gouverneur?
How tall is Amazon Eve?,Quelle est la taille de Amazon Eve?
Which weapons did Heckler & Koch develop?,Quels autres armes ont été developées par l'inventeur de l'Uzi?
Where is Fort Knox located?,Dans quel état américain se trouve Fort Knox?
Who created Batman?,Qui a créé la bande dessinée Captain America?
Which politicians were married to a German?,Quels monarques ont épousé une personne allemande?
When was Jack Wolfskin founded?,Quand a été fondé Jack Wolfskin?
How deep is Lake Chiemsee?,Quelle est la profondeur du Chiemsee?
Give me the grandchildren of Elvis Presley.,Donne-moi tous les petit-enfants de Elvis Presley.
What does ICRO stand for?,Que veut dire ICRO?
When was Olof Palme shot?,Quand a été tué Olof Palme?
List all the musicals with music by Leonard Bernstein.,Donne-moi tous les musicals avec de la musique de Leonard Bernstein.
Which airports does Yeti Airlines serve?,Quels sont les aéroports servis par Yeti Airlines?
Give me all ESA astronauts.,Donne-moi tous les astronautes de l'ESA.
Give me all Swedish holidays.,Donne-moi tous les jours fériés en Suède.
Who is the youngest Pulitzer Prize winner?,Qui est le plus jeune personne à obtenir le Prix Pullitzer.
Which animals are critically endangered?,Quels animaux sont en danger de disparition?
Which soccer players were born on Malta?,Quels joueurs de football sont nés à Malta?
Did Arnold Schwarzenegger attend a university?,Est-ce que Arnold Schwarzenegger a étudié à une université?
Which programming languages were influenced by Perl?,Quels langages de programmation ont été influencés par Perl?
Is Barack Obama a democrat?,Barack Obama est-il un démocrate?
How many children does Eddie Murphy have?,Combien d'enfants a Eddie Murphy?
Who is the oldest child of Meryl Streep?,Qui est l'enfant le plus agé de Merly Streep?
Who killed John Lennon?,Qui assissina John Lennon?
Which frequent flyer program has the most airlines?,Quel programme de fidélisation aérien a le plus de companies?
In which city is Air China headquartered?,Où se trouve le quartier général de Air China?
Which artists were born on the same date as Rachel Stevens?,Quels artistes ont le même anniversaire que Rachel Stevens?
How many scientists graduated from an Ivy League university?,Combien de chercheurs ont étudié à des universités de l'Ivy League?
Which types of grapes grow in Oregon?,Quelles genres de raisin poussent en Oregon?
Who is starring in Spanish movies produced by Benicio del Toro?,Quels acteurs jouent dans des films dirigés par Benicio del Toro?
