input_lang,output_lang
How many airlines are there?,Como muitos companhias aéreas estamos há? 
Give me all islands that belong to Japan.,Dar mim todos ilhas aquele pertencer para Japão. 
How many inhabitants does Maribor have?,Como muitos habitantes faz Maribor ter? 
Give me all Apollo 14 astronauts.,Dar mim todos Apolo 14 astronautas. 
Which companies have more than 1 million employees?,Qual empresas ter Mais do que 1 milhão funcionários? 
In which films directed by Garry Marshall was Julia Roberts starring?,Dentro qual filmes dirigido de Garry Marechal estava Julia Roberts estrelando? 
Give me all soccer clubs in the Premier League.,Dar mim todos futebol clubes dentro a Premier Liga. 
What is the highest place of the Urals?,"o que é a maior Lugar, colocar do a Urais? "
Who is the governor of Wyoming?,Quem é a governador do Wyoming? 
Where did the architect of the Eiffel Tower study?,Onde fez a arquiteto do a Eiffel Torre estude? 
Give me all world heritage sites designated within the past two years.,Dar mim todos mundo herança sites designada dentro a passado dois anos. 
Give me all actors who were born in Paris after 1950.,Dar mim todos atores quem estavam nascermos dentro Paris depois de 1950 
Which movies star both Liz Taylor and Richard Burton?,Qual filmes Estrela ambos Liz Taylor e Richard Burton? 
Give me all Australian nonprofit organizations.,Dar mim todos australiano sem fins lucrativos organizações. 
Which pope succeeded John Paul II?,Qual papa conseguiu John Paulo II? 
Give me all ESA astronauts.,Dar mim todos ESA astronautas. 
Who was president of Pakistan in 1978?,Quem estava Presidente do Paquistão dentro 1978? 
Who is the owner of Rolls-Royce?,Quem é a proprietário do Rolls Royce? 
How many museums does Paris have?,Como muitos museus faz Paris ter? 
Where was JFK assassinated?,Onde estava JFK assassinado? 
Give me all federal chancellors of Germany.,Dar mim todos Federal chanceleres do Alemanha. 
Show me everyone who was born on Halloween.,exposição mim todos quem estava nascermos em Dia das Bruxas. 
To which countries does the Himalayan mountain system extend?,Para qual paises faz a Himalaia montanha sistema ampliar? 
Which actors were born in Germany?,Qual atores estavam nascermos dentro Alemanha? 
How much carbs does peanut butter have?,Como Muito de carboidratos faz amendoim manteiga ter? 
Who produced the most films?,Quem produzido a a maioria filmes? 
How many employees does Google have?,Como muitos funcionários faz Google ter? 
Give me all actors who were born in Berlin.,Dar mim todos atores quem estavam nascermos dentro Berlim. 
Who created Goofy?,Quem criada Pateta? 
Which music albums contain the song Last Christmas?,Qual música álbuns conter a canção Último Natal? 
When was Alberta admitted as province?,Quando estava Alberta admitido Como província? 
How many missions does the Soyuz programme have?,Como muitos missões faz a Soyuz programa ter? 
Give me all the TV shows with Neil Patrick Harris.,Dar mim todos a televisão mostra com Neil Patrick Harris 
When were the Hells Angels founded?,Quando estavam a Infernos Anjos fundado? 
What is the net income of Apple?,o que é a líquido renda do Maçã? 
Give me all Swedish holidays.,Dar mim todos sueco feriados. 
In which city was the former Dutch queen Juliana buried?,Dentro qual cidade estava a antigo holandês rainha Juliana enterrado? 
List all the musicals with music by Leonard Bernstein.,Lista todos a musicais com música de Leonard Bernstein 
Give me all companies in the advertising industry.,Dar mim todos empresas dentro a propaganda indústria. 
What is the largest metropolitan area in Washington state?,o que é a maior metropolitano área dentro Washington Estado? 
Who killed John Lennon?,Quem assassinado John Lennon? 
Which writers studied in Istanbul?,Qual escritoras estudou dentro Istambul? 
Give me all Australian metalcore bands.,Dar mim todos australiano núcleo de metal bandas. 
Which countries adopted the Euro?,Qual paises adotado a Euro? 
Give me all types of eating disorders.,Dar mim todos tipos do comendo distúrbios 
Was Marc Chagall a jew?,Estava Marc Chagall uma judeu? 
What was Brazil's lowest rank in the FIFA World Ranking?,o que estava Do brasil mais baixo classificação dentro a FIFA Mundo Ranking? 
How many films did Leonardo DiCaprio star in?,Como muitos filmes fez Leonardo DiCaprio Estrela dentro? 
Was Margaret Thatcher a chemist?,Estava Margarida Thatcher uma químico? 
Which U.S. states are in the same time zone as Utah?,Qual EUA estados estamos dentro a mesmo Tempo zona Como Utah? 
Give me all books written by Danielle Steel.,Dar mim todos livros escrito de Danielle Aço. 
Which country has the most official languages?,Qual país tem a a maioria oficial línguas? 
What is the total amount of men and women serving in the FDNY?,o que é a total montante do homens e mulheres servindo dentro a FDNY? 
Which actor played Chewbacca?,Qual ator reproduziu Chewbacca? 
Give me all libraries established earlier than 1400.,Dar mim todos bibliotecas estabelecido mais cedo do que 1400 
Which programming languages were influenced by Perl?,Qual programação línguas estavam influenciado de Perl? 
In which U.S. state is Mount McKinley located?,Dentro qual EUA Estado é Monte McKinley localizado? 
What airlines are part of the SkyTeam alliance?,o que companhias aéreas estamos parte do a Equipa aérea aliança? 
Which ships were called after Benjamin Franklin?,Qual navios estavam chamado depois de Benjamin Franklin? 
Give me all Methodist politicians.,Dar mim todos metodista políticos. 
What other books have been written by the author of The Fault in Our Stars?,o que de outros livros ter fui escrito de a autor do o Culpa dentro Nosso Estrelas? 
What is the highest mountain?,o que é a maior montanha? 
Which poet wrote the most books?,Qual poeta escrevi a a maioria livros? 
Which programming languages influenced Javascript?,Qual programação línguas influenciado Javascript? 
Which musician wrote the most books?,Qual músico escrevi a a maioria livros? 
Which films starring Clint Eastwood did he direct himself?,Qual filmes estrelando Clint Eastwood fez ele direto ele mesmo? 
Which software has been developed by organizations founded in California?,Qual Programas tem fui desenvolvido de organizações fundado dentro Califórnia? 
Which instruments does Cat Stevens play?,Qual instrumentos faz Gato Stevens Toque? 
How many airlines are members of the Star Alliance?,Como muitos companhias aéreas estamos membros do a Estrela Aliança? 
Give me all actors called Baldwin.,Dar mim todos atores chamado Baldwin 
Who wrote The Hunger Games?,Quem escrevi o Fome Jogos? 
For which label did Elvis record his first album?,Para qual rótulo fez Elvis registro dele primeiro álbum? 
Is Christian Bale starring in Batman Begins?,É cristão Fardo estrelando dentro homem Morcego Começa? 
Where is the residence of the prime minister of Spain?,Onde é a residência do a prima ministro do Espanha? 
Which actor was casted in the most movies?,Qual ator estava fundido dentro a a maioria filmes? 
Which countries have more than two official languages?,Qual paises ter Mais do que dois oficial línguas? 
Which countries have more than ten caves?,Qual paises ter Mais do que dez cavernas? 
Show me all songs from Bruce Springsteen released between 1980 and 1990.,exposição mim todos canções a partir de Bruce Springsteen liberado entre 1980 e 1990. 
Which television shows were created by John Cleese?,Qual televisão mostra estavam criada de John Cleese? 
When did Latvia join the EU?,Quando fez Letônia Junte-se a EU? 
Which soccer players were born on Malta?,Qual futebol jogadoras estavam nascermos em Malta? 
How many politicians graduated from Columbia University?,Como muitos políticos graduado a partir de Columbia Universidade? 
Give me the birthdays of all actors of the television show Charmed.,Dar mim a aniversários do todos atores do a televisão exposição Encantado. 
Which telecommunications organizations are located in Belgium?,Qual telecomunicações organizações estamos localizado dentro Bélgica? 
Give me a list of all lakes in Denmark.,Dar mim uma Lista do todos lagos dentro Dinamarca. 
How many children does Eddie Murphy have?,Como muitos crianças faz Eddie Murphy ter? 
Show me all English Gothic buildings in Kent.,exposição mim todos Inglês gótico prédios dentro Kent. 
Who is the manager of Real Madrid?,Quem é a Gerente do Real Madri? 
In which countries can you pay using the West African CFA franc?,Dentro qual paises posso você pagamento usando a Oeste africano CFA franco? 
Which holidays are celebrated around the world?,Qual feriados estamos célebre por aí a mundo? 
What is the longest river?,o que é a mais longo rio? 
Which organizations were founded in 1930?,Qual organizações estavam fundado dentro 1930? 
What is the birth name of Angela Merkel?,o que é a nascimento nome do Angela Merkel? 
Who has Tom Cruise been married to?,Quem tem Tom Cruzeiro fui casado para? 
Which weapons did Heckler & Koch develop?,Qual armas fez Heckler E Koch desenvolve? 
What is the smallest city by area in Germany?,o que é a menor cidade de área dentro Alemanha? 
What is the ruling party in Lisbon?,o que é a decisão festa dentro Lisboa? 
How heavy is Jupiter's lightest moon?,Como pesado é Jupiter's mais leve lua? 
How many employees does IBM have?,Como muitos funcionários faz IBM ter? 
List all episodes of the first season of the HBO television series The Sopranos!,Lista todos episódios do a primeiro estação do a HBO televisão Series o Sopranos! 
What does ICRO stand for?,o que faz ICRO ficar de pé para? 
Does the new Battlestar Galactica series have more episodes than the old one?,Faz a Novo Battlestar Galactica Series ter Mais episódios do que a velho 1? 
Give me all films produced by Hal Roach.,Dar mim todos filmes produzido de P Barata. 
Who played Agent Smith in Matrix?,Quem reproduziu Agente Smith dentro Matriz? 
Which Greek parties are pro-European?,Qual grego festas estamos pró-europeu? 
Give me a list of all bandleaders that play trumpet.,Dar mim uma Lista do todos bandeadores aquele Toque trombeta. 
What is the second highest mountain on Earth?,o que é a segundo maior montanha em Terra? 
Is Egypts largest city also its capital?,É Egito de maior cidade Além disso Está capital? 
Which rockets were launched from Baikonur?,Qual foguetes estavam lançado a partir de Baikonur? 
How many programming languages are there?,Como muitos programação línguas estamos há? 
Which Chess players died in the same place they were born in?,"Qual Xadrez jogadoras morreu dentro a mesmo Lugar, colocar eles estavam nascermos dentro? "
Who is the owner of Facebook?,Quem é a proprietário do Facebook? 
Give me all movies with Tom Cruise.,Dar mim todos filmes com Tom Cruzeiro. 
In which U.S. state is Fort Knox located?,Dentro qual EUA Estado é Forte Knox localizado? 
Give me all cities in New Jersey with more than 100000 inhabitants.,Dar mim todos cidades dentro Novo Jersey com Mais do que 100000 habitantes. 
Which mountains are higher than the Nanga Parbat?,Qual montanhas estamos superior do que a Nanga Parbat? 
Give me all B-sides of the Ramones.,Dar mim todos Lados B do a Ramones. 
What are the specialities of the UNC Health Care?,o que estamos a especialidades do a UNC Saúde Cuidado? 
When was Olof Palme shot?,Quando estava Olof Palme tiro? 
List the seven kings of Rome.,Lista a Sete reis do Roma. 
Give me all people that were born in Vienna and died in Berlin.,Dar mim todos pessoas aquele estavam nascermos dentro Viena e morreu dentro Berlim. 
Is Darth Vader Luke’s father?,É Darth Vader Luke pai? 
Show me all the breweries in Australia.,exposição mim todos a cervejarias dentro Austrália. 
Give me all films produced by Steven Spielberg with a budget of at least $80 million.,Dar mim todos filmes produzido de Steven Spielberg com uma despesas do a menos US $ 80 milhão. 
Give me all soccer clubs in Spain.,Dar mim todos futebol clubes dentro Espanha. 
Who produced films starring Natalie Portman?,Quem produzido filmes estrelando Natalie Portman? 
Give me all breeds of the German Shepherd dog.,Dar mim todos raças do a alemão pastor cachorro. 
Who is the heaviest player of the Chicago Bulls?,Quem é a mais pesado jogador do a Chicago Touros 
Which languages are spoken in Estonia?,Qual línguas estamos falada dentro Estônia? 
What is the largest country in the world?,o que é a maior país dentro a mundo? 
What is the largest city in america?,o que é a maior cidade dentro América? 
Who discovered Ceres?,Quem descoberto Ceres? 
Who is the king of the Netherlands?,Quem é a rei do a Países Baixos? 
Is Cola a beverage?,É Cola uma bebida? 
What is the alma mater of the chancellor of Germany Angela Merkel?,o que é a alma mater do a chanceler do Alemanha Angela Merkel? 
Who wrote the book Les Piliers de la terre?,Quem escrevi a livro o pilares de o terre? 
Which airports does Yeti Airlines serve?,Qual aeroportos faz Yeti Companhias Aéreas servir? 
Where is the birthplace of Goethe?,Onde é a berço do Goethe? 
Was the Cuban Missile Crisis earlier than the Bay of Pigs Invasion?,Estava a cubano Míssil Crise mais cedo do que a Baía do Porcos Invasão? 
Which ingredients do I need for carrot cake?,Qual Ingredientes Faz Eu necessidade para cenoura bolo? 
Who created Wikipedia?,Quem criada Wikipédia? 
What is the highest mountain in Saxony Germany?,o que é a maior montanha dentro Saxônia Alemanha? 
Who is the current federal minister of finance in Germany?,Quem é a atual Federal ministro do finança dentro Alemanha? 
In which country is Mecca located?,Dentro qual país é Meca localizado? 
Who played Gus Fring in Breaking Bad?,Quem reproduziu Gus Fring dentro Quebra Mau? 
In which country does the Nile start?,Dentro qual país faz a Nilo começar? 
In which state Penn State University is located?,Dentro qual Estado Penn Estado Universidade é localizado? 
What is the biggest stadium in Spain?,o que é a maior estádio dentro Espanha? 
Who is the coach of Ankara's ice hockey team?,Quem é a treinador do Ancara gelo hóquei equipe? 
How large is the area of UK?,Como ampla é a área do REINO UNIDO? 
Who created Batman?,Quem criada Homem Morcego? 
Was Sigmund Freud married?,Estava Sigmund Freud casado? 
Who are the developers of DBpedia?,Quem estamos a desenvolvedores do DBpedia 
Give me all movies directed by Francis Ford Coppola.,Dar mim todos filmes dirigido de Francis Ford Coppola 
Are tree frogs a type of amphibian?,Estamos árvore rãs uma tipo do anfíbio? 
What is the location of the Houses of Parliament?,o que é a localização do a Casas do Parlamento? 
how much is the elevation of Düsseldorf Airport ?,como Muito de é a elevação do Düsseldorf Aeroporto ? 
How much is the population of mexico city ?,Como Muito de é a população do México cidade ? 
when was the founding date of french fifth republic?,quando estava a fundando encontro do francês quinto república? 
Who was the first King of England?,Quem estava a primeiro Rei do Inglaterra? 
Who is the editor of Forbes?,Quem é a editor do Forbes? 
Which awards did Douglas Hofstadter win?,Qual prêmios fez Douglas Hofstadter ganhar? 
Is horse racing a sport?,É cavalo corridas uma esporte? 
Which river does the Brooklyn Bridge cross?,Qual rio faz a Brooklyn Ponte Cruz? 
How many people live in Poland?,Como muitos pessoas viver dentro Polônia? 
When was the last episode of the TV series Friends aired?,Quando estava a último episódio do a televisão Series Amigos arejado? 
Is the wife of president Obama called Michelle?,É a esposa do Presidente Obama chamado Michelle? 
Who is 8th president of US?,Quem é 8º Presidente do NOS? 
how much is the total population of  european union?,como Muito de é a total população do europeu União? 
Give me all launch pads operated by NASA.,Dar mim todos lançamento almofadas operado de NASA 
What is the birth name of Adele?,o que é a nascimento nome do Adele? 
What is the population of Cairo?,o que é a população do Cairo? 
Is Frank Herbert still alive?,É Frank Herbert ainda vivo? 
What is the last work of Dan Brown?,o que é a último trabalhos do E Castanho? 
Where is Sungkyunkwan University?,Onde é Sungkyunkwan Universidade? 
Who is the author of the interpretation of dreams?,Quem é a autor do a interpretação do sonhos? 
When was the death  of  Shakespeare?,Quando estava a morte do Shakespeare? 
Who developed Slack?,Quem desenvolvido Folga? 
Where is the origin of Carolina reaper?,Onde é a origem do Carolina reaper? 
In which year was Rachel Stevens born?,Dentro qual ano estava Rachel Stevens nascermos? 
How often did Jane Fonda marry?,Como frequentemente fez Jane Fundo casar? 
Was the wife of president Lincoln called Mary?,Estava a esposa do Presidente Lincoln chamado Maria? 
Which cities does the Weser flow through?,Qual cidades faz a Weser fluxo através? 
In which programming language is GIMP written?,Dentro qual programação língua é GIMP escrito? 
Which university did Angela Merkel attend?,Qual universidade fez Angela Merkel comparecer? 
How many Aldi stores are there?,Como muitos Qual lojas estamos há? 
What is the longest river in the world?,o que é a mais longo rio dentro a mundo? 
When was John Adams born?,Quando estava John Adams nascermos? 
Which companies produce hovercrafts?,Qual empresas produzir hovercrafts? 
Who was the wife of U.S. president Lincoln?,Quem estava a esposa do EUA Presidente Lincoln? 
Which species does an elephant belong?,Qual espécies faz a elefante pertence? 
How many people live in the capital of Australia?,Como muitos pessoas viver dentro a capital do Austrália? 
In which ancient empire could you pay with cocoa beans?,Dentro qual antigo Império poderia você pagamento com cacau feijões? 
How many theories did Albert Einstein come up with?,Como muitos teorias fez Albert Einstein venha acima com? 
Who composed the soundtrack for Cameron's Titanic?,Quem composto a trilha sonora para Cameron's Titânico? 
Give me the runtime of Toy Story.,Dar mim a tempo de execução do Brinquedo História. 
With how many countries Iran has borders?,Com como muitos paises Irã tem fronteiras? 
Which electronics companies were founded in Beijing?,Qual eletrônicos empresas estavam fundado dentro Pequim? 
Who was the successor of John F. Kennedy?,Quem estava a sucessor do John F. Kennedy? 
Who is the mayor of Paris?,Quem é a prefeito do Paris? 
Did Arnold Schwarzenegger attend a university?,fez Arnold Schwarzenegger comparecer uma universidade? 
Does the Isar flow into a lake?,Faz a Isar fluxo para dentro uma lago? 
Which Indian company has the most employees?,Qual indiano companhia tem a a maioria funcionários? 
Who was John F. Kennedy's vice president?,Quem estava John F. Kennedy vício Presidente? 
Which country does the creator of Miffy come from?,Qual país faz a O Criador do Miffy venha a partir de? 
In what city is the Heineken brewery?,Dentro o que cidade é a Heineken cervejaria? 
Is Barack Obama a democrat?,É Barack Obama uma democrata? 
List the children of Margaret Thatcher.,Lista a crianças do Margarida Thatcher. 
From which region is the Melon de Bourgogne?,A partir de qual região é a Melão de Borgonha? 
how big is the total area of North Rhine- Westphalia?,como grande é a total área do Norte Reno Vestfália 
Which city has the most inhabitants?,Qual cidade tem a a maioria habitantes? 
What is Donald Trump's main business?,o que é Donald Trump's a Principal o negócio? 
When will start the final match of the football world cup 2018?,Quando vai começar a final partida do a futebol mundo copo 2018? 
Which films did Stanley Kubrick direct?,Qual filmes fez Stanley Kubrick direto? 
how much is the population  Iraq?,como Muito de é a população Iraque? 
How many inhabitants does the largest city in Canada have?,Como muitos habitantes faz a maior cidade dentro Canadá ter? 
Who is the mayor of the capital of French Polynesia?,Quem é a prefeito do a capital do francês Polinésia? 
Give me all actors starring in movies directed by William Shatner.,Dar mim todos atores estrelando dentro filmes dirigido de William Shatner 
How tall is Claudia Schiffer?,Como alta é Claudia Schiffer? 
how much is the population densty rank of germany?,como Muito de é a população densidade classificação do Alemanha? 
What is the highest mountain in Italy?,o que é a maior montanha dentro Itália? 
List all games by GMT.,Lista todos jogos de GMT. 
What is the official language of Suriname?,o que é a oficial língua do Suriname? 
In which city did Nikos Kazantzakis die?,Dentro qual cidade fez Nikos Kazantzakis o? 
What is in a chocolate chip cookie?,o que é dentro uma chocolate lasca biscoito? 
In which country is the Limerick Lake?,Dentro qual país é a Limerick Lago? 
Give me all video games published by Mean Hamster Software.,Dar mim todos vídeo jogos Publicados de Significar Hamster Programas. 
Give me all members of Prodigy.,Dar mim todos membros do Prodígio. 
In which time zone is Rome?,Dentro qual Tempo zona é Roma? 
How high is the lighthouse in Colombo?,Como Alto é a farol dentro Colombo? 
Who are the writers of the Wall album of Pink Floyd?,Quem estamos a escritoras do a parede álbum do Rosa Floyd? 
Who is the mayor of Rotterdam?,Quem é a prefeito do Rotterdam? 
What is the largest city in Australia?,o que é a maior cidade dentro Austrália? 
Who was married to president Chirac?,Quem estava casado para Presidente Chirac? 
What form of government is found in South Africa?,o que Formato do governo é encontrado dentro Sul África? 
How high is the Yokohama Marine Tower?,Como Alto é a Yokohama Marinho Torre? 
Who is the tallest basketball player?,Quem é a mais alto basquetebol jogador? 
How many languages are spoken in Turkmenistan?,Como muitos línguas estamos falada dentro Turcomenistão? 
Did Che Guevara have children?,fez que Guevara ter crianças? 
Did Kaurismäki ever win the Grand Prix at Cannes?,fez Kaurismäki sempre ganhar a Grande preço a Cannes? 
To which party does the mayor of Paris belong?,Para qual festa faz a prefeito do Paris pertence? 
Who is the Formula 1 race driver with the most races?,Quem é a Fórmula 1 corrida motorista com a a maioria raças? 
What country is Sitecore from?,o que país é Sitecore a partir de? 
Give me the birth place of Frank Sinatra.,"Dar mim a nascimento Lugar, colocar do Frank Sinatra "
Is Christian Bale starring in Velvet Goldmine?,É cristão Fardo estrelando dentro Veludo Mina de ouro? 
Who is the son of Sonny and Cher?,Quem é a filho do Sonny e Cher? 
How many ethnic groups live in Slovenia?,Como muitos étnico grupos viver dentro Eslovênia? 
What is the capital of Cameroon?,o que é a capital do Camarões? 
Was Natalie Portman born in the United States?,Estava Natalie Portman nascermos dentro a Unidos Estados? 
How many pages does War and Peace have?,Como muitos Páginas faz Guerra e Paz ter? 
Who is the oldest child of Meryl Streep?,Quem é a mais antigo criança do Meryl Streep? 
Which television shows were created by Walt Disney?,Qual televisão mostra estavam criada de Walt Disney? 
What does IYCM stand for?,o que faz Seus olhos ficar de pé para? 
Which types of grapes grow in Oregon?,Qual tipos do uvas crescer dentro Oregon? 
Was U.S. president Jackson involved in a war?,Estava EUA Presidente Jackson envolvido dentro uma guerra? 
When was the Titanic completed?,Quando estava a Titânico completou? 
Did Tesla win a nobel prize in physics?,fez Tesla ganhar uma nobel prêmio dentro física? 
How many states are in Mexico?,Como muitos estados estamos dentro México? 
Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,Qual cientista é conhecido para a Manhattan Projeto e a Nobel Paz Prêmio? 
How much did the Lego Movie cost?,Como Muito de fez a Lego Filme custo? 
Who composed the music for Harold and Maude?,Quem composto a música para Harold e Maude? 
List all episodes of the first season of the HBO television series The Sopranos.,Lista todos episódios do a primeiro estação do a HBO televisão Series o Sopranos. 
Which city has the least inhabitants?,Qual cidade tem a menos habitantes? 
Where is Syngman Rhee buried?,Onde é Syngman Rhee enterrado? 
Does Neymar play for Real Madrid?,Faz Neymar Toque para Real Madri? 
Who wrote the book The Pillars of the Earth?,Quem escrevi a livro o Pilares do a Terra? 
Do Prince Harry and Prince William have the same parents?,Faz Principe Harry e Principe William ter a mesmo pais? 
Who was the doctoral supervisor of Albert Einstein?,Quem estava a doutoral Supervisor do Albert Einstein? 
Does Breaking Bad have more episodes than Game of Thrones?,Faz Quebra Mau ter Mais episódios do que jogos do Tronos 
Who was Vincent van Gogh inspired by?,Quem estava Vincent de Gogh inspirado de? 
Which building after the Burj Khalifa has the most floors?,Qual construção depois de a Burj Khalifa tem a a maioria andares? 
What was the final result of the War of the Roses?,o que estava a final resultado do a Guerra do a Rosas? 
How much did Pulp Fiction cost?,Como Muito de fez Polpa Ficção custo? 
Is proinsulin a protein?,É pró-insulina uma proteína? 
Do Urdu and Persian have a common root?,Faz urdu e persa ter uma comum raiz? 
Who is starring in Spanish movies produced by Benicio del Toro?,Quem é estrelando dentro espanhol filmes produzido de Benicio do Toro 
Is Lake Baikal bigger than the Great Bear Lake?,É Lago Baikal Maior do que a Ótimo Urso Lago? 
Show me all books in Asimov's Foundation series.,exposição mim todos livros dentro Asimov's Fundação Series. 
Where was Bach born?,Onde estava Bach nascermos? 
Which city has the oldest running metro?,Qual cidade tem a mais antigo corrida metro? 
Who designed the Brooklyn Bridge?,Quem projetado a Brooklyn Ponte? 
How many people live in Eurasia?,Como muitos pessoas viver dentro Eurásia? 
Who is the host of the BBC Wildlife Specials?,Quem é a hospedeiro do a BBC Animais selvagens Promoções 
"What is the total population of Melbourne, Florida?","o que é a total população do Melbourne, Flórida? "
What country is Mount Everest in?,o que país é Monte Everest dentro? 
To which artistic movement did the painter of The Three Dancers belong?,Para qual artístico movimento fez a pintor do o Três Dançarinos pertence? 
When did Operation Overlord commence?,Quando fez Operação Overlord começar? 
What is the bridge with the longest span?,o que é a ponte com a mais longo período? 
Is there a video game called Battle Chess?,É há uma vídeo jogos chamado Batalha Xadrez? 
Who was buried in the Great Pyramid of Giza?,Quem estava enterrado dentro a Ótimo Pirâmide do Gizé? 
Does the Ford Motor Company have a manufacturing plant in Malaysia?,Faz a Ford Motor Empresa ter uma manufatura plantar dentro Malásia? 
Did Socrates influence Aristotle?,fez Sócrates influência Aristóteles? 
How many children did Benjamin Franklin have?,Como muitos crianças fez Benjamin Franklin ter? 
How tall is Michael Jordan?,Como alta é Michael Jordânia? 
In which UK city are the headquarters of the MI6?,Dentro qual Reino Unido cidade estamos a quartel general do a MI6 
Who created Family Guy?,Quem criada Família Cara? 
In which city does the Chile Route 68 end?,Dentro qual cidade faz a Chile Rota 68 fim? 
Give me the grandchildren of Elvis Presley.,Dar mim a netos do Elvis Presley 
When did the Ming dynasty dissolve?,Quando fez a Ming dinastia dissolver? 
In which military conflicts did Lawrence of Arabia participate?,Dentro qual militares conflitos fez Lawrence do Arabia participar? 
What is the timezone in San Pedro de Atacama?,o que é a fuso horário dentro San Pedro de Atacama 
Give me all books by William Goldman with more than 300 pages.,Dar mim todos livros de William Goldman com Mais do que 300 Páginas. 
What did Bruce Carver die from?,o que fez Bruce Escultor o a partir de? 
Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,Qual subsidiária do Lufthansa serve ambos Dortmund e Berlim Tegel? 
