input_lang,output_lang
Who played Gus Fring in Breaking Bad?,किसने गस फ्रिंग को ब्रेकिंग बैड में निभाया है ?
In which programming language is GIMP written?,जीआईएमपी किस प्रोग्रामिंग भाषा में लिखी गई है?
In which ancient empire could you pay with cocoa beans?,किस प्राचीन साम्राज्य में आप कोको बीन से भुगतान कर सकते हैं?
Who is the editor of Forbes?,फोर्ब्स के संपादक कौन है?
How many people live in the capital of Australia?,कितने लोग ऑस्ट्रेलिया की राजधानी में रहते हैं?
Which professional surfers were born in Australia?,कौन से पेशेवर सर्फरस ऑस्ट्रेलिया में पैदा हुए थे?
Which electronics companies were founded in Beijing?,बीजिंग में कौन से इलेक्ट्रॉनिक्स कंपनियां स्थापित की गई थीं?
Give me all video games published by Mean Hamster Software.,मीन हम्सटर सॉफ्टवेयर द्वारा प्रकाशित सभी वीडियो गेम की सूचि दें। '
How many Aldi stores are there?,आलड़ी के कितने स्टोर हैं?
What is the capital of Cameroon?,कैमरून की राजधानी क्या है?
Is there a video game called Battle Chess?,क्या बैटल चैस नामक वीडियो गेम है?
Was the wife of president Lincoln called Mary?,क्या राष्ट्रपति लिंकन की पत्नी का नाम मैरी था?
Give me all movies directed by Francis Ford Coppola.,मुझे फ्रांसिस फोर्ड कोपोला द्वारा निर्देशित सभी फिल्मों की सूचि दे ।
Which of Tim Burton's films had the highest budget?,टिम बर्टन की फिल्मों में से कौन सी का सबसे ज्यादा बजट था?
Does Breaking Bad have more episodes than Game of Thrones?,ब्रेकिंग बैड में गेम ऑफ़ थ्रोन्स की तुलना में अधिक एपिसोड हैं?
Who was called Rodzilla?,किसको रॉडज़िला कहा जाता था?
Was Natalie Portman born in the United States?,क्या नेटली पोर्टमैन संयुक्त राज्य में पैदा हुइ थी ?
Give me the grandchildren of Elvis Presley.,मुझे एल्विस प्रेस्ली के पोतों के नाम दे। 
Which movies starring Mickey Rourke were directed by Guy Ritchie?,मिकी रोर्के अभिनीत कौन सी फिल्में गाए रिची द्वारा निर्देशित थीं?
When did Dracula's creator die?,ड्रेकुला के निर्माता का निधन कब हुआ?
Which country does the creator of Miffy come from?,मिफ्फी के निर्माता किस देश से आते है?
What is Batman's real name?,बैटमैन का असली नाम क्या है?
What form of government does Russia have?,रूस की सरकार किस प्रकार की है?
How many companies were founded by the founder of Facebook?,फेसबुक के संस्थापक द्वारा कितनी कंपनियों की स्थापना की गई थी?
Give me all Canadian Grunge record labels.,मुझे सभी कैनेडियन ग्रांज रिकॉर्ड लेबल की सूचि दें।
How many children did Benjamin Franklin have?,बेंजामिन फ्रैंकलिन के कितने बच्चे हैं?
List the children of Margaret Thatcher.,मार्गरेट थैचर के बच्चों की सूची बनाएं।
From which region is the Melon de Bourgogne?,मेलन डी बर्गोगोन किस क्षेत्र से है?
Who is the oldest child of Meryl Streep?,मेरिल स्ट्रीप का सबसे पहला बच्चा कौन है?
Are tree frogs a type of amphibian?,क्या वृक्ष के मेंढक एक प्रकार की उभयचर हैं?
Is Christian Bale starring in Velvet Goldmine?,क्या वेलवेट गोल्डमाइन में अभिनीता क्रिस्चियन बेल है?
List all games by GMT.,जीएमटी द्वारा सभी खेलों की सूची बनाएं।
Does the Isar flow into a lake?,क्या ईसार एक झील में प्रवाहित होती है?
Which airports does Yeti Airlines serve?,यति एयरलाइंस किस हवाई अड्डे की सेवा करती है?
Which Indian company has the most employees?,किस भारतीय कंपनी में सबसे अधिक कर्मचारी हैं?
What color expresses loyalty?,कोनसा रंग वफादारी व्यक्त करता है?
Which city has the most inhabitants?,कौन से शहर में सबसे अधिक निवासी है?
Who created Wikipedia?,विकिपीडिया किसने बनाया?
Is Rita Wilson the wife of Tom Hanks?,क्या रीटा विल्सन टॉम हैंक्स की पत्नी है?
Is the wife of president Obama called Michelle?,क्या राष्ट्रपति ओबामा की पत्नी का नाम मिशेल है?
How many ethnic groups live in Slovenia?,कितने जातीय समूह स्लोवेनिया में रहते हैं?
Who is the president of Eritrea?,इरीट्रिया के राष्ट्रपति कौन है?
Which films did Stanley Kubrick direct?,स्टैनले कुब्री ने कौन सी फिल्मे निर्देशित की हैं ?
When was the Titanic completed?,टाइटैनिक कब पूरा हुआ?
How many pages does War and Peace have?,वॉर एंड पीस में कितने पृष्ठ हैं?
Who is the youngest player in the Premier League?,प्रीमियर लीग में सबसे कम उम्र के खिलाड़ी कौन हैं?
What is the highest mountain in Italy?,इटली में सर्वोच्च पर्वत कोनसा है?
How tall is Claudia Schiffer?,क्लाउडिया शिफ़ेर कितनी लंबी है?
Who was John F. Kennedy's vice president?,जॉन एफ कैनेडी के उपाध्यक्ष कौन थे?
Which subsidiary of Lufthansa serves both Dortmund and Berlin Tegel?,लुफ्तहांसा की कौन सी सहायक कंपनी डॉर्टमुंड और बर्लिन टेगल दोनों की सेवा करती है?
Who was the successor of John F. Kennedy?,जॉन एफ कैनेडी के उत्तराधिकारी कौन थे?
Who composed the soundtrack for Cameron's Titanic?,कैमरन टाइटैनिक के लिए साउंडट्रैक किसने बनाया है?
Which movies did Kurosawa direct?,कुरोसावा ने कौन सी फिल्मों का निर्देशन किया है ?
For which label did Elvis record his first album?,किस लेबल के लिए एल्विस ने अपना पहला एल्बम रिकॉर्ड किया था?
In which time zone is Rome?,रोम किस समय क्षेत्र में है?
Give me the currency of China.,मुझे चीन की मुद्रा बतायें ।
Who are the developers of DBpedia?,डीबीपीडिया के डेवलपर कौन हैं?
Does Abraham Lincoln's death place have a website?,अब्राहम लिंकन की मौत की जगह की बसाइट है?
Who is the king of the Netherlands?,नीदरलैंड का राजा कौन है?
In which city did Nikos Kazantzakis die?,निकोस काजांटाजाकिस का किस शहर में निधन हुआ ?
Who was the father of Queen Elizabeth II?,महारानी एलिजाबेथ द्वितीय के पिता कौन थे?
Give me a list of all critically endangered birds.,मुझे समीक्षकों से लुप्तप्राय पक्षियों की सूची बतायें ।
How many inhabitants does the largest city in Canada have?,कनाडा के सबसे बड़े शहर में कितने निवासी हैं?
In which military conflicts did Lawrence of Arabia participate?,अरब के लॉरेंस ने किस सैन्य युद्ध में भाग लिया?
Which book has the most pages?,कौन से पुस्तक में सबसे अधिक पृष्ठ हैं?
In which country does the Nile start?,नाइल नदी किस देश में शुरू होती है?
Who is the Formula 1 race driver with the most races?,सबसे अधिक दौड़ वाले फॉर्मूला 1 रेस ड्रायवर कौन है?
Which companies produce hovercrafts?,कौन सी कंपनियां हॉवरक्राफ्ट बनाती हैं?
Did Elvis Presley have children?,क्या एल्विस प्रेस्ली के बच्चे थे ?
In which city was the president of Montenegro born?,मोंटेनेग्रो के राष्ट्रपति किस शहर में पैदा हुए थे?
Which country was Bill Gates born in?,बिल गेट्स का जन्म किस देश में हुआ था?
In which countries do people speak Japanese?,किन देशों में लोग जापानी बोलते हैं?
Show me the book that Muhammad Ali wrote.,मुझे किताब बताओ जो मुहम्मद अली ने लिखी थी।
Is Michelle Obama the wife of Barack Obama?,क्या बराक ओबामा की पत्नी मिशेल ओबामा हैं?
What is the area code of Berlin?,बर्लिन का क्षेत्र कोड क्या है?
Give me all actors starring in Last Action Hero.,मुझे लास्ट एक्शन हीरो में अभिनीत सभी कलाकारों के नाम बतायें दो।
What are the nicknames of San Francisco?,सैन फ्रांसिस्को के उपनाम क्या हैं?
What was the first Queen album?,सबसे पहला क्वीन एल्बम क्या था?
Through which countries does the Yenisei river flow?,किस देश के माध्यम से यनेसी नदी का प्रवाह होता है?
Which television shows were created by Walt Disney?,वॉल्ट डिज़नी द्वारा किस टेलीविज़न शो का निर्माण किया गया था?
What is the bridge with the longest span?,सबसे लंबा पुल कौन सा है?
What country is Sitecore from?,साइटकोर कौन से देश से है?
Whom did Lance Bass marry?,लांस बास ने किससे शादी की?
What is the capital of Canada?,कनाडा की राजधानी क्या है?
Who was Vincent van Gogh inspired by?,विंसेंट वैन गाग किनसे प्रेरित थे ?
In which city did John F. Kennedy die?,किस शहर में जॉन एफ कैनेडी का निधन हुआ ?
Was U.S. president Jackson involved in a war?,क्या अमेरिका के राष्ट्रपति जैक्सन किसी युद्ध में शामिल थे?
Who wrote the Game of Thrones theme?,गेम ऑफ़ थ्रोन्स थीम किसने लिखी हैं ?
Who designed the Brooklyn Bridge?,ब्रुकलिन ब्रिज को किसने बनाया है?
When did Boris Becker end his active career?,बोरिस बेकर ने अपना सक्रिय कैरियर कब समाप्त किया?
Which types of grapes grow in Oregon?,ओरेगन में किस प्रकार के अंगूर उगते हैं?
How tall is Michael Jordan?,माइकल जॉर्डन कितना लंबा है?
To which party does the mayor of Paris belong?,पेरिस के महापौर किस पार्टी के हैं?
Who wrote the book The Pillars of the Earth?,किसने द पिल्लर्स ऑफ द अर्थ किताब को लिखा हैं ?
Who was the 16th president of the United States?,संयुक्त राज्य के 16 वें राष्ट्रपति कौन थे?
How high is the Mount Everest?,माउंट एवरेस्ट कितना ऊँचा है?
Who was the doctoral supervisor of Albert Einstein?,अल्बर्ट आइंस्टीन के डॉक्टरेट के पर्यवेक्षक कौन थे?
In which city does Sylvester Stallone live?,सिल्वेस्टर स्टेलोन किस शहर में रहते हैं?
What is the currency of the Czech Republic?,चेक गणराज्य की मुद्रा क्या है?
Did Socrates influence Aristotle?,क्या एरिस्टोटल सोक्रेटस से प्रभावित थे?
What is the time zone of Salt Lake City?,साल्ट लेक सिटी का समय क्षेत्र क्या है?
Who is the son of Sonny and Cher?,सोनि और चेर का बेटा कौन है?
In which city are the headquarters of the United Nations?,संयुक्त राष्ट के मुख्यालय कौन सा शहर में हैं?
Who is the founder of Penguin Books?,पेंगुइन बुक्स के संस्थापक कौन हैं?
When was Jack Wolfskin founded?,जैक वुल्फस्किन की स्थापना कब हुई थी?
Who is the mayor of Rotterdam?,रॉटरडैम के महपौर कौन हैं?
Give me all Swedish oceanographers.,मुझे सभी स्वीडिश महासागरीय वैज्ञानिकों की सूचि बतायें।
Show me Hemingway's autobiography.,हेमिंग्वे की आत्मकथा मुझे दिखायें।
Who are the parents of the wife of Juan Carlos I?,जुआन कार्लोस-१ की पत्नी के माता-पिता कौन हैं?
Did Tesla win a nobel prize in physics?,क्या टेस्ला ने भौतिक विज्ञान में नोबेल पुरस्कार जीता?
Who is the tallest basketball player?,सबसे लंबा बास्केटबॉल खिलाड़ी कौन है?
Which city has the least inhabitants?,सबसे कम निवासियों वाला शहर कौन सा है?
Is proinsulin a protein?,क्या प्रोइन्सुलिन एक प्रोटीन है?
Who were the parents of Queen Victoria?,महारानी विक्टोरिया के माता-पिता कौन थे?
Did Che Guevara have children?,क्या चे ग्वेरा के बच्चे हैं?
Is Lake Baikal bigger than the Great Bear Lake?,क्या जैक बेयर झील तुलना में बाइकाल झील बड़ी है?
Did Kaurismäki ever win the Grand Prix at Cannes?,क्या कौरिस्म्की कभी कैनन्स में ग्रांड प्रिक्स जीते हैं?
Give me all books by William Goldman with more than 300 pages.,मुझे ३०० से अधिक पृष्ठों के साथ विलियम गोल्डमैन की किताबें की सूचि बतायें।
Where is Fort Knox located?,फोर्ट नॉक्स कहां स्थित है?
In which U.S. state is Fort Knox located?,सैयुक्त राज्य के किस राज्य में फोर्ट नॉक्स स्थित है?
Where is Syngman Rhee buried?,सिन्गमैन र्ही कहाँ दफनाया गया है?
What is the timezone in San Pedro de Atacama?,सैन पेड्रो डे अटाकामा में समय क्षेत्र क्या है?
To which artistic movement did the painter of The Three Dancers belong?,द थ्री डांसर्स के चित्रकार किस कलात्मक आंदोलन से हैं?
Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,कौन सा वैज्ञानिक मैनहट्टन प्रोजेक्ट और नोबेल शांति पुरस्कार के लिए जाना जाता है?
Show me all books in Asimov's Foundation series.,असिमोव की फाउंडेशन श्रृंखला की सारी पुस्तकों की सूचि दिखाएं।
Give me all cities in New Jersey with more than 100000 inhabitants.,मुझे न्यू जर्सी के १००००० से अधिक निवासियों के साथ सभी शहरों की सूचि बतायें।
Which museum in New York has the most visitors?,न्यूयॉर्क में कौन से संग्रहालय में सबसे अधिक आगंतुक हैं?
How high is the Yokohama Marine Tower?,योकोहामा समुद्री टॉवर कितना ऊँचा है?
Does the new Battlestar Galactica series have more episodes than the old one?,क्या नई बट्ट्लैस्टार गैलेक्टिका सीरीज़ के पुराने संस्करणों की तुलना में अधिक एपिसोड हैं?
Who is the youngest Darts player?,सबसे छोटा डार्ट्स खिलाड़ी कौन है?
Who developed the video game World of Warcraft?,वर्ल्ड ऑफ़ वारक्राफ़्ट गेम किसने विकसित किया हैं?
Who was the pope that founded the Vatican Television?,किस पोप ने वेटिकन टेलीविजन की स्थापना की थी?
Who composed the music for Harold and Maude?,हेरोल्ड एंड मॉड के लिए संगीत किसने बनाया था?
Give me all members of Prodigy.,मुझे प्रोडिजी के सभी सदस्यों की सूचि बतायें।
Who is starring in Spanish movies produced by Benicio del Toro?,बेनिसीओ डेल टोरो द्वारा निर्मित स्पेनिश फिल्मों में कौन अभिनय करता है?
Which subsidiary of TUI Travel serves both Glasgow and Dublin?,टीयूआई ट्रैवल की कौन सी सहायक कंपनी ग्लासगो और डबलिन को सेवाएं देती है?
In which country is Mecca located?,मक्का किस देश में स्थित है?
How many languages are spoken in Colombia?,कोलंबिया में कितनी भाषाएं बोली जाती हैं?
What is the biggest stadium in Spain?,"स्पेन, सबसे बड़ा, स्टेडियम"
Which professional surfers were born on the Philippines?,फिलीपींस पर कौन से पेशेवर सर्फर्स पैदा हुए थे?
What are the five boroughs of New York?,न्यूयॉर्क के पांच नगर क्या हैं?
Is Cola a beverage?,क्या कोला एक पेय है?
When did princess Diana die?,राजकुमारी डायना का निधन कब हुआ?
Where in France is sparkling wine produced?,फ्रांस में स्पार्कलिंग वाइन का उत्पादन कहाँ होता है?
List all boardgames by GMT.,जीएमटी द्वारा सभी बोर्ड गेम सूचीबद्ध करें।
Who developed Skype?,स्काइप किसने विकसित किया?
Which people were born in Heraklion?,हेराक्लिओन में कौन से लोग पैदा हुए थे?
In which U.S. state is Area 51 located?,यू.एस. के किस राज्य में क्षेत्र 51 स्थित है?
Who is the mayor of New York City?,न्यूयॉर्क शहर के महापौर कौन हैं?
Which countries have places with more than two caves?, किन देशों में दो से अधिक गुफाएं हैं?
Where did Abraham Lincoln die?,अब्राहम लिंकन का देहांत कहा हुआ था? 
Which airports does Air China serve?,एयर चाइना किस हवाई अड्डे पर सेवा करता है?
Give me all actors starring in movies directed by and starring William Shatner.,विलियम शेटनर द्वारा निर्देशित और अभिनीत फिल्मों में अभिनय करने वाले सभी कलाकारों की सूची दें।
What are the official languages of the Philippines?,फिलीपींस की आधिकारिक भाषाएं क्या हैं?
Give me all Danish films.,मुझे सभी डेनिश फिल्में दें।
Which movies starring Brad Pitt were directed by Guy Ritchie?, ब्रैड पिट अभिनीत कौन सी फिल्में गाय रिची द्वारा निर्देशित की गई थीं?
Give me the grandchildren of Bruce Lee.,मुझे ब्रूस ली के पोते के नाम दो।
Which other weapons did the designer of the Uzi develop?, उजी के डिजाइनर ने कौन से अन्य हथियार विकसित किए?
Who is the owner of Universal Studios?,यूनिवर्सल स्टूडियो का मालिक कौन है?
Which state of the USA has the highest population density?,संयुक्त राज्य अमेरिका का सबसे ज्यादा जनसंख्या घनत्व राज्य कौनसा है?
Which monarchs were married to a German?, कौन कौन से सम्राटों ने जर्मन नागरिक से शादी थी?
Which organizations were founded in 1950?, 1950 में किस संगठनों  की स्थापना की गई थी?
Who created the comic Captain America?, हास्य कप्तान अमेरिका किसने बनाया?
Give me the Apollo 14 astronauts., मुझे अपोलो 14 के अंतरिक्ष यात्री के नाम दें।
Who wrote the book The pillars of the Earth?,पृथ्वी के स्तंभों पुस्तक को किसने लिखा था?
Which state of the United States of America has the highest density?,संयुक्त राज्य अमेरिका की किस राज्य में उच्चतम घनत्व है?
Which spaceflights were launched from Baikonur?,बाइकोनूर से कौन सी अंतरिक्ष उड़ान की गई थी?
Give me a list of all trumpet players that were bandleaders.,मुझे सभी तुरही खिलाड़ियों की एक सूची दें जो बैंडलीडर थे।
Which U.S. states are in the same timezone as Utah?,यूटा के रूप में एक ही समय क्षेत्र में कौन से अमेरिकी राज्य हैं?
Which U.S. states possess gold minerals?,किस अमेरिकी राज्य में सोने के खनिज हैं?
Who is the daughter of Ingrid Bergman married to?,इंग्रिड बर्गमैन की पुत्री कि शादी किसके साथ हुई?
How deep is Lake Placid?,झील प्लेसिड कितना गहरा है?
Show me all museums in London.,मुझे लंदन में सभी संग्रहालय दिखाओ। 
Who is the tallest player of the Atlanta Falcons?,अटलांटा फाल्कन का सबसे लंबा खिलाड़ी कौन है?
What are the top-10 action role-playing video games according to IGN?,आईजीएन के मुताबिक शीर्ष-10 एक्शन रोल-प्लेइंग वीडियो गेम क्या हैं?
Give me all writers that won the Nobel Prize in literature., मुझे उन सभी लेखकों के नाम दें जिन्होंने साहित्य में नोबेल पुरस्कार जीता।
Show me all basketball players that are higher than 2 meters.,मुझे सभी बास्केटबाल खिलाड़ियों को दिखाएं जो 2 मीटर से अधिक हैं।
When was the Statue of Liberty built?,स्टेच्यू ऑफ लिबर्टी कब बनाया गया था?
Which states border Illinois?,इलिनोइस के साथ किन राज्यों की सीमाएं हैं? 
Who developed Minecraft?,कौन विकसित Minecraft? 
Where did Hillel Slovak die?, हिलेल स्लोवाक की मौत कहां हुई?
What movies does Jesse Eisenberg play in?,जेसी ईसेनबर्ग  ने किस फिल्मों में काम किया है? 
Give all swimmers that were born in Moscow., मॉस्को में पैदा हुए सभी तैराकों के नाम दें।
Give me all cosmonauts.,देना मुझे सब अंतरिक्ष यात्री। 
Give me all Swiss non-profit organizations.,मुझे सभी स्विस गैर लाभ संगठनों के नाम दें।
Which presidents were born in 1945?, 1945 में कौन कौन से राष्ट्रपति पैदा हुए थे?
What kind of music did Lou Reed play?,लो रीड किस तरह का संगीत बजाता था?
Where do the Red Sox play?,रेड सॉक्स कहां खेलता है?
Show a list of soccer clubs that play in the Bundesliga., बुन्डेस्लिगा में खेलने वाले फुटबॉल क्लबों की एक सूची दिखाएं।
Which volcanos in Japan erupted since 2000?,कौन कौन से ज्वालामुखी में जापान भड़क उठी जबसे 2000? 
Which bridges cross the Seine?,कौन कौन से पुल सीन को पार करते हैं?
What is the official color of the University of Oxford?,ऑक्सफोर्ड विश्वविद्यालय का आधिकारिक रंग क्या है?
How many films did Hal Roach produce?,हैल रोच ने कितनी फिल्में उत्पादित की?
Give me all Danish movies.,देना मुझे सब डेनिश चलचित्र। 
What is the most frequent cause of death?,मृत्यु का सबसे अधिकांश बारंबार कारण क्या है?
Give me all companies in Munich., मुझे म्यूनिख में सभी कंपनियों के नाम दो।
Give me the capitals of all countries that the Himalayas run through.,मुझे उन सभी देशों की राजधानियां दें जिनमें हिमालय हैं।
How many movies did Park Chan-wook direct?,पार्क चैन-वुक द्वारा कितनी फिल्में निर्देशित की गई थीं?
Which rivers flow into a German lake?,कौन सी नदियां जर्मन झील में बहती हैं?
How many airlines are there?,कितने विमान सेवाओं मौजूद हैं? 
Give me all islands that belong to Japan.,मुझे जापान के सभी द्वीप के नाम दें।
How many inhabitants does Maribor have?,मेरिबोर मे कितने निवासी हैं?
Give me all Apollo 14 astronauts.,मुझे सभी अपोलो 14 अंतरिक्ष यात्री के नाम दें।
Which companies have more than 1 million employees?,कौन कौन से कंपनियों मे दस लाख सेअधिक कर्मचारि है? 
In which films directed by Garry Marshall was Julia Roberts starring?, गैरी मार्शल द्वारा निर्देशित कौन सी फिल्मों में जूलिया रॉबर्ट्स हैं?
Give me all soccer clubs in the Premier League.,मुझे प्रीमियर लीग के सभी सॉकर क्लब के नाम दें।
What is the highest place of the Urals?,यूराल की उच्चतम जगह क्या है?
Who is the governor of Wyoming?,वायोमिंग का गवर्नर कौन है?
Where did the architect of the Eiffel Tower study?,कहा पे किया  वास्तुकार का  एफिल मीनार अध्ययन? 
Give me all world heritage sites designated within the past two years.,मुझे पिछले दो वर्षों में नामित सभी विश्व धरोहर स्थलों  के नाम दें।
Give me all actors who were born in Paris after 1950.,मुझे उन सभी कलाकारों के नाम दें जो 1950 के बाद पेरिस में पैदा हुए थे। 
Which movies star both Liz Taylor and Richard Burton?,लिज़ टेलर और रिचर्ड बर्टन दोनों ने किस चलचित्र मे भूमिका निभाई?
Give me all Australian nonprofit organizations.,मुझे सभी ऑस्ट्रेलियाई गैर-लाभकारी संगठन के नाम दें।
Which pope succeeded John Paul II?,कौन कौन से पोप सफल हुए जॉन पॉल द्वितीय? 
Give me all ESA astronauts.,देना मुझे सब ईएसए अंतरिक्ष यात्री। 
Who was president of Pakistan in 1978?,1978 में पाकिस्तान के राष्ट्रपति कौन थे?
Who is the owner of Rolls-Royce?,रोल्स-रॉयस का मालिक कौन है?
How many museums does Paris have?,पेरिस में कितने संग्रहालय हैं?
Where was JFK assassinated?,जेएफके की हत्या कहाँ हुई थी?
Give me all federal chancellors of Germany., मुझे जर्मनी के सभी संघीय चांसलर दें।
Show me everyone who was born on Halloween.,हेलोवीन पर पैदा हुए सभी को दिखाएं।
To which countries does the Himalayan mountain system extend?, हिमालय पर्वत प्रणाली किन देशो में विस्तारित करती है?
Which actors were born in Germany?,जर्मनी में कौन से अभिनेता पैदा हुए थे?
How much carbs does peanut butter have?, मूंगफली के मक्खन में कितने कार्बोहाइड्रेट हैं?
Who produced the most films?,सबसे अधिक फिल्में किसने बनाई?
